transaction_id,customer_id,transaction_date,purchase_amount,category,product_description,review_text,review_rating
57881519-327d-4060-b783-4d5370ff3799,CUST1002,2025-05-10 14:23:35.372530,38.53,Books,This is a affordable coffee machine made with high-grade plastic. It is best suited for home entertainment and known for its build quality.,Several cultural figure major time letter use. Eight including do father than decade walk. Once family drop pay American her into.,4
8ff0e9f6-9872-4602-8213-632fa1028b18,CUST1070,2025-05-10 14:23:35.372530,43.77,Electronics,This is a durable coffee machine made with carbon fiber. It is best suited for daily use and known for its ease of use.,Machine especially three pressure board. Century family social. Writer career method provide first decision. Technology order condition major ask message husband.,4
08cf5d21-907f-470c-a0ae-bf29daecbfd5,CUST1026,2025-05-10 14:23:35.372530,49.23,Beauty,This is a affordable coffee machine made with recycled fabric. It is best suited for home entertainment and known for its energy efficiency.,Car music summer audience offer professional. Course maybe anyone paper space black almost. Daughter within full interest itself technology agency.,4
ea165168-e783-4754-857c-b2a089af9a05,CUST1076,2025-05-11 14:23:35.372530,68.9,Beauty,This is a affordable backpack made with tempered glass. It is best suited for office setup and known for its build quality.,Street customer yes home morning cut. Arrive ever purpose side tree use.,3
e367eb34-bd23-4ae8-a173-1fbd741cf094,CUST1098,2025-05-11 14:23:35.372530,49.57,Home,This is a durable wireless headphone made with high-grade plastic. It is best suited for daily use and known for its build quality.,Music people accept sister game since future enter. News office worry result.,3
a8d3a999-b8f1-4fea-9702-84c019cafbc5,CUST1067,2025-05-12 14:23:35.372530,65.49,Books,This is a versatile wireless headphone made with metal alloy. It is best suited for traveling and known for its battery life.,Increase best machine poor table pressure election. Build war shoulder happen become inside. Send thought know something.,4
a7b333da-a21b-4d25-9d14-68c30338d537,CUST1026,2025-05-12 14:23:35.372530,51.68,Beauty,This is a durable smartwatch made with metal alloy. It is best suited for home entertainment and known for its compact design.,Follow executive himself. Tree professional interesting and quality stay. His plant tend blood personal low agree politics.,4
afc18cd2-2d9a-49e8-b5a2-14fe09594661,CUST1035,2025-05-12 14:23:35.372530,61.51,Home,This is a versatile backpack made with tempered glass. It is best suited for outdoor activities and known for its energy efficiency.,Able town level camera single it.,4
2d2688f2-02a0-444a-87a8-dc296dcf9c82,CUST1009,2025-05-13 14:23:35.372530,61.74,Beauty,This is a affordable coffee machine made with metal alloy. It is best suited for home entertainment and known for its energy efficiency.,Player quite least try phone throughout including. Within popular idea own. Majority represent family look yes despite clearly.,3
46c1d991-b122-45cf-ac7f-993f10b5a10f,CUST1020,2025-05-13 14:23:35.372530,53.13,Home,This is a versatile smartwatch made with high-grade plastic. It is best suited for outdoor activities and known for its energy efficiency.,Executive music analysis support us miss also. Range investment natural finish. Himself down true meeting that threat machine science.,3
29a193ac-2631-4368-817d-a5e9477cde0e,CUST1081,2025-05-13 14:23:35.372530,41.27,Fashion,This is a innovative backpack made with high-grade plastic. It is best suited for traveling and known for its build quality.,Growth during meet various. Product fine his three attention will.,3
e87723aa-6564-43f6-bb8a-effd60938833,CUST1021,2025-05-14 14:23:35.372530,50.2,Fashion,This is a durable LED lamp made with metal alloy. It is best suited for office setup and known for its battery life.,Free I treat election. Mention stop own situation lay where skill physical.,3
b349f7f2-665b-4bf1-ab3a-b44ccbba56d6,CUST1090,2025-05-14 14:23:35.372530,67.78,Beauty,This is a innovative backpack made with metal alloy. It is best suited for outdoor activities and known for its build quality.,Best attorney plan watch air fine. Important left claim school enough begin account.,3
323c7891-1366-4695-a289-d7235c27fb91,CUST1039,2025-05-14 14:23:35.372530,61.67,Books,This is a affordable smartwatch made with carbon fiber. It is best suited for office setup and known for its build quality.,Chair red industry send thus term. Officer develop meet soldier camera.,4
a6849b9c-bdf4-4572-ac04-537035fc0d77,CUST1023,2025-05-14 14:23:35.372530,48.55,Electronics,This is a durable wireless headphone made with recycled fabric. It is best suited for home entertainment and known for its ease of use.,Stop probably cause popular stock. Build that reach peace why cultural produce. Energy idea phone drop.,4
22f932e0-aab0-4fda-80f4-590760f7c77b,CUST1060,2025-05-15 14:23:35.372530,50.8,Books,This is a affordable coffee machine made with tempered glass. It is best suited for traveling and known for its battery life.,Pm sound dog vote check. Value create our reality. Much quality simple yard condition.,4
727f7865-83fc-4b5f-819c-352c10ca7f68,CUST1034,2025-05-15 14:23:35.372530,36.91,Books,This is a innovative LED lamp made with high-grade plastic. It is best suited for outdoor activities and known for its energy efficiency.,Wonder thought young hand western. Have color language own attention what.,3
c16c05b8-9a9e-4813-a22d-e688fd56b0d0,CUST1013,2025-05-15 14:23:35.372530,68.66,Electronics,This is a affordable backpack made with tempered glass. It is best suited for home entertainment and known for its compact design.,Thank much page as usually vote once. Water sure however people.,3
4d9533e3-c13c-45a7-8fc9-d8d5dd05da54,CUST1036,2025-05-15 14:23:35.372530,63.08,Fashion,This is a durable smartwatch made with carbon fiber. It is best suited for daily use and known for its energy efficiency.,Behind foot say truth already also. Light doctor loss measure Congress.,4
a5f6e0b4-e5ae-4b11-9fff-c0cea0e6b87d,CUST1066,2025-05-15 14:23:35.372530,52.85,Fashion,This is a durable smartwatch made with high-grade plastic. It is best suited for home entertainment and known for its build quality.,Character those service newspaper parent own. Stuff apply start hand push.,5
88aa3391-bf2d-473e-a690-1b63fd5b8981,CUST1010,2025-05-16 14:23:35.372530,57.46,Electronics,This is a affordable coffee machine made with carbon fiber. It is best suited for office setup and known for its battery life.,Culture season ground trial. Best become world instead.,4
3dee71eb-e5ff-40de-ae18-48ea0ecd6a9a,CUST1068,2025-05-16 14:23:35.372530,33.75,Home,This is a durable smartwatch made with carbon fiber. It is best suited for traveling and known for its battery life.,Sound east wind west kitchen. Let hold first debate behind country.,4
66393072-bdeb-4905-bd4c-0be6835a0a89,CUST1069,2025-05-17 14:23:35.372530,51.74,Books,This is a durable smartwatch made with metal alloy. It is best suited for traveling and known for its battery life.,Style pass hour information. Either century sell forget apply who chair impact. Pay green food under.,5
c2d7987b-68db-461e-88fd-bba36d41d887,CUST1001,2025-05-17 14:23:35.372530,69.95,Beauty,This is a affordable coffee machine made with tempered glass. It is best suited for home entertainment and known for its ease of use.,Can painting final measure yes.,4
987fe367-9e9c-42ac-9d01-caf9d6ae6d22,CUST1027,2025-05-17 14:23:35.372530,66.42,Fashion,This is a innovative LED lamp made with tempered glass. It is best suited for daily use and known for its energy efficiency.,End of only dinner wrong. Space language on most share process.,2
494483f8-f4b2-4c00-9798-acdeaa08b87a,CUST1053,2025-05-17 14:23:35.372530,59.91,Beauty,This is a durable wireless headphone made with metal alloy. It is best suited for office setup and known for its ease of use.,Again when parent past always head. Movie finally everyone prepare. Eat ready specific situation because forget camera fight.,4
675c5993-c276-46be-ab99-803be4246c67,CUST1032,2025-05-18 14:23:35.372530,57.5,Electronics,This is a durable wireless headphone made with tempered glass. It is best suited for home entertainment and known for its compact design.,Outside within work indeed despite. Factor firm these trouble newspaper term stuff. Wonder mean season light west.,3
11224b59-24cd-4ca0-a75b-96ba3f608703,CUST1083,2025-05-18 14:23:35.372530,65.61,Beauty,This is a durable backpack made with metal alloy. It is best suited for home entertainment and known for its build quality.,War sit fire find fund. Blood family marriage maintain before sing.,4
32bc7847-0209-438c-934d-f1c281cc88ba,CUST1014,2025-05-18 14:23:35.372530,54.83,Beauty,This is a durable LED lamp made with high-grade plastic. It is best suited for traveling and known for its ease of use.,Black decision finally agent form themselves threat. Do play here likely main. Nation western room serve. Policy themselves group environmental sort.,4
3c93698a-ec10-4a23-b011-88b1474c02e3,CUST1072,2025-05-18 14:23:35.372530,41.0,Books,This is a affordable backpack made with carbon fiber. It is best suited for office setup and known for its ease of use.,Thought ten father maintain city yard call become. Eat assume rate.,5
54d8bc11-9a45-4b44-8f93-43d82e98df0b,CUST1078,2025-05-19 14:23:35.372530,58.51,Electronics,This is a innovative wireless headphone made with carbon fiber. It is best suited for daily use and known for its build quality.,Series respond finish worker consider go. Maintain ten teach partner thing. Arrive wrong almost color shake feel add. Reach fund read practice value street line.,3
d2d02e75-6b93-467e-ac0b-375d45225f7d,CUST1017,2025-05-19 14:23:35.372530,62.61,Beauty,This is a innovative coffee machine made with tempered glass. It is best suited for traveling and known for its battery life.,Song edge why car spring middle group. While must read rest environment thank.,4
8b1b8c52-3654-4a58-9796-e63cca3fb723,CUST1018,2025-05-19 14:23:35.372530,69.8,Fashion,This is a versatile smartwatch made with recycled fabric. It is best suited for home entertainment and known for its build quality.,Bad heart real claim similar if author girl. Debate ago sell international toward. Five rather I another by these into.,4
0b0b51a0-e5f9-4600-8342-c3d3cbcafc13,CUST1048,2025-05-19 14:23:35.372530,44.16,Electronics,This is a durable wireless headphone made with carbon fiber. It is best suited for traveling and known for its energy efficiency.,Fear however carry continue season yourself great. Direction interest question instead goal chair.,5
15da9404-16ad-4c52-8eaa-6fda0db65640,CUST1046,2025-05-19 14:23:35.372530,57.35,Fashion,This is a durable LED lamp made with metal alloy. It is best suited for traveling and known for its build quality.,Movement far write bit wait. Sing gas we after can car worry. List local pull his he probably add rather.,5
6e3e88f0-56ef-461a-b248-f3c6a6f7611a,CUST1084,2025-05-20 14:23:35.372530,58.65,Home,This is a versatile wireless headphone made with recycled fabric. It is best suited for outdoor activities and known for its battery life.,Manager teach magazine house design. Thousand hope former sister. Section speak bar.,5
0e30c0c2-66f2-4ec2-a18d-880fb77b934e,CUST1080,2025-05-20 14:23:35.372530,48.39,Beauty,This is a innovative LED lamp made with recycled fabric. It is best suited for traveling and known for its build quality.,Back why media share. Him edge none watch. Talk career us business appear federal table. Stop foreign go well range serious big prepare.,1
7a750341-3bdf-430a-9af8-ad87e0509071,CUST1060,2025-05-20 14:23:35.372530,64.28,Electronics,This is a premium LED lamp made with carbon fiber. It is best suited for traveling and known for its ease of use.,Support expert firm whose street stand. Woman body hot threat point. Cut others pretty eat.,4
9f07570a-d1cf-4a79-859d-d9cfcaf659d2,CUST1087,2025-05-21 14:23:35.372530,67.58,Fashion,This is a premium LED lamp made with carbon fiber. It is best suited for office setup and known for its compact design.,Year example mind really save wind. Consumer physical head employee choice soldier.,3
0c4f53a4-6630-4f70-94eb-ba17f6a19489,CUST1094,2025-05-21 14:23:35.372530,57.2,Beauty,This is a innovative backpack made with carbon fiber. It is best suited for traveling and known for its ease of use.,Can environment fast traditional condition concern development. Fight seat expect international even seven. Important out record public. Movie certain attack animal large can tell.,2
8c588144-b5aa-493d-83dc-f9230123953a,CUST1042,2025-05-21 14:23:35.372530,80.66,Books,This is a durable coffee machine made with metal alloy. It is best suited for daily use and known for its compact design.,Follow dog everyone end. Ok stand political.,5
0b636763-e6bf-45cc-ac73-febdb76c3acb,CUST1030,2025-05-21 14:23:35.372530,56.92,Fashion,This is a premium wireless headphone made with recycled fabric. It is best suited for home entertainment and known for its build quality.,Less plant ago yet lay seven world represent. But it than same suggest. Writer owner determine will.,5
f1c7d675-0a8f-4766-a178-edad19a74fc1,CUST1078,2025-05-21 14:23:35.372530,55.64,Fashion,This is a affordable coffee machine made with tempered glass. It is best suited for office setup and known for its energy efficiency.,Financial above wear. Statement serve low structure near.,3
58fcaf59-3abf-4ac2-97b8-d195124f690b,CUST1031,2025-05-22 14:23:35.372530,55.95,Home,This is a affordable smartwatch made with metal alloy. It is best suited for traveling and known for its build quality.,Administration change charge cultural technology money against. Dinner west group town near. Thing position than network teacher human west cover.,1
d075317b-21bb-4a53-9306-db1385fd6536,CUST1071,2025-05-22 14:23:35.372530,52.56,Books,This is a versatile wireless headphone made with high-grade plastic. It is best suited for daily use and known for its battery life.,Common keep forward since up company. Myself without close power room day experience.,3
e73fc448-32b5-4fbc-9f9c-a8dca91af4b2,CUST1060,2025-05-22 14:23:35.372530,55.12,Home,This is a innovative coffee machine made with carbon fiber. It is best suited for home entertainment and known for its build quality.,Outside everything strategy. Property with plant time. Race environmental buy discuss food source.,5
1fc361e3-7425-4253-909e-ec73a150aab0,CUST1011,2025-05-22 14:23:35.372530,46.37,Books,This is a innovative coffee machine made with recycled fabric. It is best suited for office setup and known for its compact design.,Bar onto Mr anything science. Apply hundred general gas security card once. Keep family fear in try customer.,3
8a4c7d34-dc91-4b7e-b3b9-d0271124c017,CUST1034,2025-05-22 14:23:35.372530,58.79,Fashion,This is a premium smartwatch made with metal alloy. It is best suited for daily use and known for its ease of use.,Race firm nice only impact. Sometimes free leader he.,2
82134944-5e98-460b-a0ff-71440da89084,CUST1094,2025-05-23 14:23:35.372530,61.77,Home,This is a durable LED lamp made with high-grade plastic. It is best suited for traveling and known for its energy efficiency.,Thus defense address as charge sister agent there. Other still teacher. Us maintain degree laugh hold accept scene.,2
ffe7cdc2-94ca-46cb-a49d-406342ae67b3,CUST1032,2025-05-24 14:23:35.372530,38.75,Beauty,This is a innovative wireless headphone made with metal alloy. It is best suited for outdoor activities and known for its build quality.,Agreement spend office employee. Course against raise machine parent couple. Spring ready suffer item white finish.,4
79cdf3a4-1a79-4ea1-827b-86b2c7c13550,CUST1066,2025-05-24 14:23:35.372530,60.56,Books,This is a premium wireless headphone made with metal alloy. It is best suited for outdoor activities and known for its build quality.,Step various away. Than let cup thought. Win finish answer yeah common. Prove perhaps right structure follow perform itself everything.,5
63c71b34-4c44-4d77-9861-87872d31493d,CUST1067,2025-05-24 14:23:35.372530,62.0,Fashion,This is a premium smartwatch made with tempered glass. It is best suited for office setup and known for its ease of use.,Down current necessary deep become thank occur. As hundred loss color follow firm well.,3
a5205b7b-f54b-469a-a581-d850cbe140da,CUST1005,2025-05-24 14:23:35.372530,66.72,Electronics,This is a innovative LED lamp made with tempered glass. It is best suited for daily use and known for its energy efficiency.,Especially church while scientist coach manage. Buy money figure night black true trouble relate. Require huge return across environment.,4
1908dfe3-0498-47bd-9cc2-f67ff0086ac9,CUST1003,2025-05-24 14:23:35.372530,73.62,Books,This is a premium wireless headphone made with metal alloy. It is best suited for home entertainment and known for its build quality.,List back usually him authority. Practice both involve indeed. Baby five course anything fly.,2
db1d82c7-0f94-4a20-b39d-b12ede5e40bf,CUST1022,2025-05-24 14:23:35.372530,70.09,Books,This is a versatile wireless headphone made with high-grade plastic. It is best suited for daily use and known for its build quality.,Opportunity heavy whose. In become language crime list long.,4
475f6daa-bf40-41f8-ae2f-9cbd932d8c51,CUST1097,2025-05-25 14:23:35.372530,55.65,Beauty,This is a versatile wireless headphone made with recycled fabric. It is best suited for outdoor activities and known for its compact design.,Save decade while design college image walk. Tonight field test green positive. Set agree mean remember.,4
b5d64599-3fba-43d1-b460-219748611b14,CUST1045,2025-05-25 14:23:35.372530,54.49,Books,This is a innovative LED lamp made with recycled fabric. It is best suited for office setup and known for its compact design.,Real support girl example responsibility anyone case story. As able meet despite. Wall risk ball book address tax.,3
e76d5eb9-ba54-4620-a532-dc012ad3d6a4,CUST1029,2025-05-26 14:23:35.372530,67.82,Books,This is a durable smartwatch made with carbon fiber. It is best suited for traveling and known for its battery life.,Old professor resource east. Hold what throw husband through call on.,3
070c100e-357d-4e46-8a2e-4a08b89b8614,CUST1042,2025-05-26 14:23:35.372530,56.55,Beauty,This is a versatile wireless headphone made with carbon fiber. It is best suited for daily use and known for its ease of use.,Center lot performance. Different create growth. Economy interesting those debate week figure group.,5
63ed2eff-ad78-4d30-8638-3dd71d8b96fb,CUST1093,2025-05-26 14:23:35.372530,49.74,Beauty,This is a versatile coffee machine made with recycled fabric. It is best suited for outdoor activities and known for its energy efficiency.,Story discuss bit billion front something run.,1
6dd59455-b840-4253-8ad4-5e4538cad2d2,CUST1080,2025-05-26 14:23:35.372530,85.76,Home,This is a innovative LED lamp made with metal alloy. It is best suited for home entertainment and known for its build quality.,Take middle want. Girl the interesting born under.,4
6b8e7862-4d38-47f7-a55f-075361059c1e,CUST1093,2025-05-26 14:23:35.372530,58.92,Fashion,This is a affordable backpack made with metal alloy. It is best suited for office setup and known for its build quality.,Probably rock culture adult. Support return difference arm message. Bar assume social close do western. Field step protect meeting raise sign.,4
76c8d31e-e815-4a21-b92e-64fcc24ee1c6,CUST1062,2025-05-26 14:23:35.372530,55.76,Fashion,This is a premium smartwatch made with tempered glass. It is best suited for traveling and known for its battery life.,Say who politics hotel. Remain affect nation central dinner if talk.,3
199b9730-1d1a-4542-8d48-5dd9a6fe6ab8,CUST1012,2025-05-26 14:23:35.372530,40.1,Home,This is a versatile coffee machine made with tempered glass. It is best suited for daily use and known for its build quality.,Degree have suggest lose relationship. Watch green try guy western piece ground. Million woman same technology start serious.,4
3e1e0aee-840d-4469-9a0f-085174ddbdf2,CUST1046,2025-05-26 14:23:35.372530,70.54,Fashion,This is a affordable wireless headphone made with carbon fiber. It is best suited for home entertainment and known for its ease of use.,Democrat guess learn attention so tough defense. Find that manage sense.,5
45132618-064c-4387-ae2b-9e6ddf985cfa,CUST1070,2025-05-26 14:23:35.372530,52.14,Books,This is a durable backpack made with recycled fabric. It is best suited for traveling and known for its battery life.,Thank improve cut early they offer suddenly speak. Because during take window color change. Stay quality issue keep development true shoulder.,4
80dbad70-5a7b-4887-b201-4518d7f1ac61,CUST1048,2025-05-27 14:23:35.372530,62.39,Home,This is a affordable smartwatch made with metal alloy. It is best suited for outdoor activities and known for its ease of use.,Growth serious seem poor never.,1
25b09b74-8bc6-4d74-a1b7-8bb2f357dda8,CUST1079,2025-05-27 14:23:35.372530,71.79,Home,This is a innovative LED lamp made with recycled fabric. It is best suited for outdoor activities and known for its battery life.,Represent relate social us may. Sell international star consider focus season. Left reach clear.,4
62a49891-2ba3-40a4-94dd-9162f9de9e54,CUST1060,2025-05-27 14:23:35.372530,52.38,Fashion,This is a durable backpack made with high-grade plastic. It is best suited for home entertainment and known for its build quality.,Let minute common prepare military look. There recognize put.,4
1f3c2458-dc3b-4996-bdc5-7201107e05ac,CUST1047,2025-05-28 14:23:35.372530,62.88,Electronics,This is a durable backpack made with recycled fabric. It is best suited for outdoor activities and known for its battery life.,Stand high message firm. Any for west scene above. Land several single magazine sister.,4
8e990c45-2bff-4ba9-9d51-99053c167c0c,CUST1001,2025-05-28 14:23:35.372530,77.33,Fashion,This is a affordable coffee machine made with high-grade plastic. It is best suited for office setup and known for its compact design.,Reflect democratic candidate discussion still. Show we either show wear yourself.,4
0087c871-354f-41e6-b4ee-013c0bb0803c,CUST1076,2025-05-28 14:23:35.372530,37.52,Electronics,This is a innovative smartwatch made with tempered glass. It is best suited for home entertainment and known for its energy efficiency.,Station plant degree thought time community. Beautiful network certain actually air.,1
d2c1d5a3-19ea-43ac-9f9b-998de4b38214,CUST1039,2025-05-29 14:23:35.372530,53.89,Home,This is a versatile coffee machine made with tempered glass. It is best suited for outdoor activities and known for its build quality.,Cell to nothing door. Item across machine condition.,4
31fe7fcf-3a14-463a-9e6c-ac72da28981a,CUST1027,2025-05-29 14:23:35.372530,52.95,Electronics,This is a affordable coffee machine made with carbon fiber. It is best suited for daily use and known for its energy efficiency.,Full hope employee radio arrive.,4
f7beea26-7317-49df-af57-fc1abb9f0605,CUST1080,2025-05-29 14:23:35.372530,60.12,Books,This is a versatile wireless headphone made with recycled fabric. It is best suited for outdoor activities and known for its build quality.,Space upon area step safe throughout. Beat hospital game evidence.,3
06b19163-ce39-427f-945f-18c7f8057c7c,CUST1083,2025-05-29 14:23:35.372530,61.52,Beauty,This is a affordable LED lamp made with recycled fabric. It is best suited for office setup and known for its energy efficiency.,Receive beautiful magazine idea be. Game however edge main.,4
1cf738f3-7096-47b9-abc9-bbf2a61aa6ae,CUST1024,2025-05-29 14:23:35.372530,51.38,Electronics,This is a versatile backpack made with high-grade plastic. It is best suited for traveling and known for its compact design.,Him film team. Amount under husband lose save.,3
9e23e685-7d9c-4f21-b63a-e98f984d2dfb,CUST1078,2025-05-29 14:23:35.372530,55.45,Beauty,This is a affordable smartwatch made with tempered glass. It is best suited for traveling and known for its energy efficiency.,Various truth especially. Pull best fact political. Place true score economic beautiful government.,3
9e42e7bb-01a9-402b-833f-e83c479e225a,CUST1093,2025-05-29 14:23:35.372530,54.26,Books,This is a durable LED lamp made with high-grade plastic. It is best suited for outdoor activities and known for its battery life.,Hot century number might what less treat. Quickly war miss seat. Media history tree indeed itself blue across.,5
9a9cb679-7b31-4c8f-b7af-f856515a2af5,CUST1078,2025-05-30 14:23:35.372530,58.32,Beauty,This is a premium LED lamp made with tempered glass. It is best suited for traveling and known for its energy efficiency.,Discuss deep increase fast. Study write choice exactly picture quickly indeed these.,3
2d06f659-f7de-4e7e-a24a-738c29c095cc,CUST1093,2025-05-30 14:23:35.372530,64.01,Books,This is a durable smartwatch made with high-grade plastic. It is best suited for outdoor activities and known for its build quality.,Forward all pick reveal them week attention. Simple rise believe sister company cell.,3
0da5e37f-af6a-4804-80e1-829ebe76db87,CUST1048,2025-05-30 14:23:35.372530,70.93,Beauty,This is a versatile LED lamp made with tempered glass. It is best suited for office setup and known for its ease of use.,True body before middle authority class. Music necessary street always type account entire. Six large up firm provide common type.,4
c36e92a3-97eb-4f8c-b371-1b73d7ec03f5,CUST1004,2025-05-31 14:23:35.372530,72.15,Beauty,This is a innovative wireless headphone made with high-grade plastic. It is best suited for traveling and known for its energy efficiency.,Type eat half unit animal our. Material simply let include generation already. Party need plan especially.,5
990f4649-a554-43f1-bba7-d0fd855b758d,CUST1095,2025-05-31 14:23:35.372530,68.13,Fashion,This is a durable LED lamp made with tempered glass. It is best suited for daily use and known for its energy efficiency.,Represent different issue information address. Hard information because protect while yourself. Artist should our response.,5
ae846874-671c-4544-b694-79456661c84b,CUST1079,2025-05-31 14:23:35.372530,52.86,Electronics,This is a premium wireless headphone made with high-grade plastic. It is best suited for outdoor activities and known for its energy efficiency.,Its value eye save. Mission politics policy safe another mother we.,4
dbdb13c1-e7b8-49b7-bf6d-3b7f1c8a1b40,CUST1069,2025-06-01 14:23:35.372530,61.28,Beauty,This is a versatile backpack made with recycled fabric. It is best suited for traveling and known for its build quality.,Rate collection lay traditional president church. Hard stay wife increase society shoulder civil. Important still today night.,1
a628eec8-b8a6-4f7e-a77b-1b40b6b32453,CUST1021,2025-06-01 14:23:35.372530,85.06,Home,This is a durable backpack made with carbon fiber. It is best suited for office setup and known for its energy efficiency.,Understand sound race or order. Good song expert describe music single. Over happy meeting morning data can above.,5
5ab7d8f1-af6f-43c4-91c0-07c62bd08b73,CUST1092,2025-06-01 14:23:35.372530,71.46,Fashion,This is a affordable coffee machine made with high-grade plastic. It is best suited for office setup and known for its build quality.,Goal should no realize religious. Change power indicate partner forward.,4
d8d62b4a-9cc7-4411-aedc-a44431e003e8,CUST1013,2025-06-01 14:23:35.372530,56.91,Electronics,This is a innovative wireless headphone made with carbon fiber. It is best suited for daily use and known for its build quality.,Alone democratic bar first. Loss worry large space actually.,4
f119eabe-30de-43e3-bfe6-33f6ed4e2221,CUST1005,2025-06-02 14:23:35.372530,76.81,Fashion,This is a versatile backpack made with recycled fabric. It is best suited for office setup and known for its ease of use.,Four try later door listen successful finish. Their base available current southern.,5
d95166a5-9709-4849-8698-f2227bd5cdfe,CUST1074,2025-06-02 14:23:35.372530,57.11,Electronics,This is a durable LED lamp made with recycled fabric. It is best suited for office setup and known for its battery life.,Stand speech church organization message. Reduce hope product. So when break cup.,4
c27eb08b-edde-464d-a87b-98628cd5dc51,CUST1088,2025-06-02 14:23:35.372530,54.3,Books,This is a versatile smartwatch made with tempered glass. It is best suited for traveling and known for its build quality.,Mouth smile describe morning ahead decade after. Open evening PM long light strategy strategy. Break maybe hotel.,1
cc198d6a-a4a9-48b6-9b1a-76daaab58c42,CUST1090,2025-06-02 14:23:35.372530,74.95,Beauty,This is a affordable smartwatch made with carbon fiber. It is best suited for outdoor activities and known for its compact design.,Institution tell feeling body notice man page. Commercial billion itself near. Large realize writer step.,5
62c26a0b-10e5-4624-a090-6b715af14a81,CUST1021,2025-06-02 14:23:35.372530,47.89,Home,This is a premium wireless headphone made with metal alloy. It is best suited for home entertainment and known for its energy efficiency.,Pretty response just house resource sure serve. Usually get term win fear.,4
049eab0e-1f7e-414e-9182-8a6f155bbc17,CUST1023,2025-06-02 14:23:35.372530,41.85,Fashion,This is a durable coffee machine made with tempered glass. It is best suited for office setup and known for its compact design.,Summer add poor send plant back from create. Interview cause nearly management well. Voice resource pass performance because.,3
9fe9205b-d70d-4756-9fa6-e8b0f270edc5,CUST1064,2025-06-02 14:23:35.372530,70.4,Fashion,This is a versatile LED lamp made with carbon fiber. It is best suited for office setup and known for its energy efficiency.,So religious real speech poor. From discuss knowledge school resource husband up. Minute worry road beat offer.,3
d060ca61-0ecc-4932-9d92-4d898257cbc8,CUST1013,2025-06-03 14:23:35.372530,60.91,Fashion,This is a versatile wireless headphone made with high-grade plastic. It is best suited for home entertainment and known for its ease of use.,Piece partner would education sister south condition. Follow front ready receive town.,4
d9887ced-c21d-42c8-861e-61842462f6db,CUST1078,2025-06-03 14:23:35.372530,61.91,Fashion,This is a versatile smartwatch made with high-grade plastic. It is best suited for office setup and known for its build quality.,Camera school likely issue without. Find official popular current stage floor central.,3
570809d1-f53b-4f8d-b4e1-96be3f440b0b,CUST1032,2025-06-03 14:23:35.372530,57.02,Beauty,This is a premium wireless headphone made with recycled fabric. It is best suited for traveling and known for its battery life.,Class individual large. Social personal hear increase have land such admit. International call medical community.,3
